Date,Model,EECU (hours),Completed,EECU (hours/task),EECU (secs/task)
2024-01-11,eeMETRIC,6.5,31,0.20967741935483872,754.8387096774194
2024-01-10,eeMETRIC,6.5,111,0.05855855855855856,210.8108108108108
2024-01-09,eeMETRIC,6.6,94,0.0702127659574468,252.76595744680847
2024-01-08,eeMETRIC,6.4,15,0.4266666666666667,1536.0
2024-01-07,eeMETRIC,6.6,46,0.14347826086956522,516.5217391304348
2024-01-06,eeMETRIC,6.8,45,0.1511111111111111,544.0
2024-01-05,eeMETRIC,6.8,165,0.041212121212121214,148.36363636363637
2024-01-04,eeMETRIC,6.6,74,0.08918918918918918,321.08108108108104
2024-01-03,eeMETRIC,7.1,46,0.15434782608695652,555.6521739130435
2024-01-02,eeMETRIC,7.1,29,0.24482758620689654,881.3793103448276
2024-01-01,eeMETRIC,6.7,38,0.1763157894736842,634.7368421052631
2023-12-31,eeMETRIC,7.0,43,0.16279069767441862,586.046511627907
2023-12-30,eeMETRIC,6.5,38,0.17105263157894737,615.7894736842105
2023-12-29,eeMETRIC,6.7,33,0.20303030303030303,730.9090909090909
2023-12-28,eeMETRIC,6.9,41,0.16829268292682928,605.8536585365854
2023-12-27,eeMETRIC,7.0,73,0.0958904109589041,345.20547945205476
2023-12-26,eeMETRIC,6.9,32,0.215625,776.25
2023-12-25,eeMETRIC,7.0,39,0.1794871794871795,646.1538461538462
2023-12-24,eeMETRIC,7.1,48,0.14791666666666667,532.5
2023-12-23,eeMETRIC,7.1,50,0.142,511.19999999999993
2023-12-22,eeMETRIC,5.8,46,0.12608695652173912,453.9130434782609
2023-12-21,eeMETRIC,7.1,39,0.18205128205128204,655.3846153846154
2023-12-20,eeMETRIC,6.6,50,0.132,475.20000000000005
2023-12-19,eeMETRIC,6.4,59,0.10847457627118645,390.5084745762712
2023-12-18,eeMETRIC,6.5,64,0.1015625,365.625
2023-12-17,eeMETRIC,6.6,47,0.1404255319148936,505.53191489361694
2023-12-16,eeMETRIC,6.6,87,0.07586206896551724,273.1034482758621
2023-12-15,eeMETRIC,6.8,28,0.24285714285714285,874.2857142857142
2023-12-14,eeMETRIC,6.9,40,0.17250000000000001,621.0
2023-12-13,eeMETRIC,6.4,66,0.09696969696969697,349.09090909090907
2023-12-12,eeMETRIC,6.6,65,0.10153846153846154,365.53846153846155
2023-12-11,eeMETRIC,7.0,65,0.1076923076923077,387.69230769230774
2023-12-10,eeMETRIC,6.8,154,0.04415584415584416,158.96103896103895
2023-12-09,eeMETRIC,6.8,11,0.6181818181818182,2225.4545454545455
2023-12-08,eeMETRIC,6.6,58,0.11379310344827585,409.6551724137931
2023-12-07,eeMETRIC,6.3,22,0.2863636363636364,1030.909090909091
2023-12-06,eeMETRIC,6.7,45,0.1488888888888889,536.0
2023-12-05,eeMETRIC,6.2,51,0.12156862745098039,437.6470588235294
2023-12-04,eeMETRIC,6.6,56,0.11785714285714285,424.2857142857143
2023-12-03,eeMETRIC,6.8,101,0.06732673267326733,242.3762376237624
2023-12-02,eeMETRIC,6.7,34,0.19705882352941176,709.4117647058823
2023-12-01,eeMETRIC,6.8,72,0.09444444444444444,340.0
2023-11-30,eeMETRIC,6.6,105,0.06285714285714285,226.28571428571425
2023-11-29,eeMETRIC,6.4,35,0.18285714285714286,658.2857142857143
2023-11-28,eeMETRIC,6.6,46,0.14347826086956522,516.5217391304348
2023-11-27,eeMETRIC,6.8,46,0.14782608695652175,532.1739130434783
2023-11-26,eeMETRIC,6.3,34,0.18529411764705883,667.0588235294118
2023-11-25,eeMETRIC,6.7,90,0.07444444444444445,268.0
2023-11-24,eeMETRIC,6.9,59,0.11694915254237288,421.0169491525424
2023-11-23,eeMETRIC,6.3,111,0.05675675675675675,204.32432432432432
2023-11-22,eeMETRIC,5.9,43,0.1372093023255814,493.95348837209303
2023-11-21,eeMETRIC,6.2,61,0.10163934426229508,365.90163934426226
2023-11-20,eeMETRIC,6.0,46,0.13043478260869565,469.5652173913043
2023-11-19,eeMETRIC,6.8,91,0.07472527472527472,269.010989010989
2023-11-18,eeMETRIC,6.0,86,0.06976744186046512,251.1627906976744
2023-11-17,eeMETRIC,6.8,43,0.15813953488372093,569.3023255813954
2023-11-16,eeMETRIC,6.8,48,0.14166666666666666,510.0
2023-11-15,eeMETRIC,6.2,26,0.23846153846153847,858.4615384615385
2023-11-14,eeMETRIC,5.9,49,0.12040816326530612,433.46938775510205
2023-11-13,eeMETRIC,6.0,118,0.05084745762711865,183.05084745762713
2023-11-12,eeMETRIC,5.9,53,0.11132075471698114,400.7547169811321
2023-11-11,eeMETRIC,6.3,115,0.05478260869565217,197.2173913043478
2023-11-10,eeMETRIC,5.7,44,0.12954545454545455,466.3636363636364
2023-11-09,eeMETRIC,5.8,60,0.09666666666666666,348.0
2023-11-08,eeMETRIC,6.4,45,0.14222222222222222,512.0
2023-11-07,eeMETRIC,5.8,58,0.09999999999999999,359.99999999999994
2023-11-06,eeMETRIC,5.8,45,0.1288888888888889,464.0
2023-11-05,eeMETRIC,5.9,73,0.08082191780821918,290.95890410958907
2023-11-04,eeMETRIC,6.0,155,0.03870967741935484,139.35483870967744
2023-11-03,eeMETRIC,6.0,69,0.08695652173913043,313.04347826086956
2023-11-02,eeMETRIC,6.2,211,0.029383886255924172,105.78199052132702
2023-11-01,eeMETRIC,5.9,42,0.14047619047619048,505.7142857142857
2023-10-31,eeMETRIC,5.9,16,0.36875,1327.5
2023-10-30,eeMETRIC,5.8,8,0.725,2610.0
2023-10-29,eeMETRIC,6.2,64,0.096875,348.75
2023-10-28,eeMETRIC,5.9,111,0.05315315315315316,191.35135135135138
2023-10-27,eeMETRIC,6.3,41,0.15365853658536585,553.170731707317
2023-10-26,eeMETRIC,6.2,40,0.155,558.0
2023-10-25,eeMETRIC,6.7,34,0.19705882352941176,709.4117647058823
2023-10-24,eeMETRIC,6.8,40,0.16999999999999998,612.0
2023-10-23,eeMETRIC,6.6,47,0.1404255319148936,505.53191489361694
2023-10-22,eeMETRIC,6.1,54,0.11296296296296296,406.66666666666663
2023-10-21,eeMETRIC,6.2,47,0.13191489361702127,474.89361702127655
2023-10-20,eeMETRIC,6.3,57,0.11052631578947368,397.89473684210526
2023-10-19,eeMETRIC,5.9,112,0.05267857142857143,189.64285714285714
2023-10-18,eeMETRIC,6.0,46,0.13043478260869565,469.5652173913043
2023-10-17,eeMETRIC,6.1,43,0.14186046511627906,510.6976744186046
2023-10-16,eeMETRIC,6.5,47,0.13829787234042554,497.87234042553195
2023-10-15,eeMETRIC,6.0,58,0.10344827586206896,372.41379310344826
2023-10-14,eeMETRIC,6.1,70,0.08714285714285713,313.71428571428567
2023-10-13,eeMETRIC,6.0,85,0.07058823529411765,254.11764705882354
2023-10-12,eeMETRIC,6.1,115,0.05304347826086956,190.9565217391304
2023-10-11,eeMETRIC,6.0,53,0.11320754716981132,407.54716981132077
2023-10-10,eeMETRIC,6.2,40,0.155,558.0
2023-10-09,eeMETRIC,6.4,43,0.14883720930232558,535.8139534883721
2023-10-08,eeMETRIC,6.5,48,0.13541666666666666,487.49999999999994
2023-10-07,eeMETRIC,6.2,46,0.13478260869565217,485.2173913043478
2023-10-06,eeMETRIC,6.4,103,0.06213592233009709,223.68932038834953
2023-10-05,eeMETRIC,6.1,35,0.17428571428571427,627.4285714285713
2023-10-04,eeMETRIC,6.3,152,0.04144736842105263,149.21052631578945
2023-10-03,eeMETRIC,5.7,53,0.10754716981132076,387.1698113207547
2023-10-02,eeMETRIC,6.1,50,0.122,439.2
2023-10-01,eeMETRIC,5.9,54,0.10925925925925926,393.33333333333337
2023-09-30,eeMETRIC,5.9,48,0.12291666666666667,442.5
2023-09-29,eeMETRIC,6.1,69,0.08840579710144927,318.2608695652174
2023-09-28,eeMETRIC,6.3,336,0.01875,67.5
2023-09-27,eeMETRIC,5.9,158,0.03734177215189874,134.43037974683546
2023-09-26,eeMETRIC,6.3,55,0.11454545454545455,412.3636363636364
2023-09-25,eeMETRIC,6.1,65,0.09384615384615384,337.8461538461538
2023-09-24,eeMETRIC,6.6,55,0.12,432.0
2023-09-23,eeMETRIC,6.0,50,0.12,432.0
2023-09-22,eeMETRIC,6.0,61,0.09836065573770492,354.0983606557377
2023-09-21,eeMETRIC,6.0,72,0.08333333333333333,300.0
2023-09-20,eeMETRIC,6.2,143,0.04335664335664336,156.0839160839161
2023-09-19,eeMETRIC,6.1,46,0.1326086956521739,477.391304347826
2023-09-18,eeMETRIC,6.0,88,0.06818181818181818,245.45454545454544
2023-09-17,eeMETRIC,6.1,12,0.5083333333333333,1830.0
2023-09-16,eeMETRIC,5.9,56,0.10535714285714286,379.2857142857143
2023-09-15,eeMETRIC,5.9,64,0.0921875,331.875
2023-09-14,eeMETRIC,6.3,91,0.06923076923076923,249.23076923076925
2023-09-13,eeMETRIC,5.9,158,0.03734177215189874,134.43037974683546
2023-09-12,eeMETRIC,5.8,406,0.014285714285714285,51.42857142857142
2023-09-11,eeMETRIC,7.0,24,0.2916666666666667,1050.0
2023-09-10,eeMETRIC,6.3,12,0.525,1890.0
2023-09-09,eeMETRIC,6.6,22,0.3,1080.0
2023-09-08,eeMETRIC,6.3,79,0.07974683544303797,287.0886075949367
2023-09-07,eeMETRIC,6.1,79,0.07721518987341772,277.9746835443038
2023-09-06,eeMETRIC,6.3,24,0.2625,945.0
2023-09-05,eeMETRIC,6.3,13,0.4846153846153846,1744.6153846153845
2023-09-04,eeMETRIC,6.5,26,0.25,900.0
2023-09-03,eeMETRIC,6.4,13,0.49230769230769234,1772.3076923076924
2023-09-02,eeMETRIC,5.9,20,0.29500000000000004,1062.0000000000002
2023-09-01,eeMETRIC,6.4,52,0.12307692307692308,443.0769230769231
2023-08-31,eeMETRIC,6.3,61,0.10327868852459016,371.8032786885246
2023-08-30,eeMETRIC,6.0,101,0.0594059405940594,213.86138613861385
2023-08-29,eeMETRIC,5.6,35,0.16,576.0
2023-08-28,eeMETRIC,6.0,85,0.07058823529411765,254.11764705882354
2023-08-27,eeMETRIC,5.7,80,0.07125000000000001,256.5
2023-08-26,eeMETRIC,5.8,59,0.0983050847457627,353.89830508474574
2023-08-25,eeMETRIC,6.0,61,0.09836065573770492,354.0983606557377
2023-08-24,eeMETRIC,5.3,35,0.1514285714285714,545.1428571428571
2023-08-23,eeMETRIC,6.1,77,0.07922077922077922,285.1948051948052
2023-08-22,eeMETRIC,5.8,66,0.08787878787878788,316.3636363636364
2023-08-21,eeMETRIC,5.7,128,0.04453125,160.3125
2023-08-20,eeMETRIC,5.9,41,0.14390243902439026,518.048780487805
2023-08-19,eeMETRIC,5.8,58,0.09999999999999999,359.99999999999994
2023-08-18,eeMETRIC,5.7,37,0.15405405405405406,554.5945945945946
2023-08-17,eeMETRIC,5.7,51,0.11176470588235295,402.3529411764706
2023-08-16,eeMETRIC,5.5,70,0.07857142857142857,282.85714285714283
2023-08-15,eeMETRIC,5.7,60,0.095,342.0
2023-08-14,eeMETRIC,5.8,95,0.061052631578947365,219.78947368421052
2023-08-13,eeMETRIC,5.6,85,0.06588235294117646,237.17647058823525
2023-08-12,eeMETRIC,5.9,38,0.15526315789473685,558.9473684210527
2023-08-11,eeMETRIC,6.1,41,0.14878048780487804,535.609756097561
2023-08-10,eeMETRIC,5.6,59,0.09491525423728812,341.69491525423723
2023-08-09,eeMETRIC,5.8,227,0.02555066079295154,91.98237885462555
2023-08-08,eeMETRIC,5.9,24,0.24583333333333335,885.0
2023-08-07,eeMETRIC,5.8,63,0.09206349206349206,331.4285714285714
2023-08-06,eeMETRIC,0.6,155,0.003870967741935484,13.935483870967742
